Stud No,Class,Assign,Exam,Final
542821,20,5,65,52,5,54
624508,28,5,90,61,68
656409,34,80,63,5,70
536609,34,5,75,51,62
590622,27,60,52,56
692015,35,5,75,62,69
560763,22,45,43,45
548557,39,5,85,76,5,82
511945,33,5,85,53,65
511170,25,5,85,45,5,56
663699,33,90,62,71
579187,24,5,65,50,5,55
625617,31,5,80,67,5,72
656482,35,5,87,72,5,78
567817,28,5,85,40,55
651443,22,5,82,49,5,57
636478,31,50,44,5,51
505856,37,5,80,58,5,69
646684,30,5,90,65,5,72
606284,35,5,80,65,72
526304,29,5,70,60,5,64
689779,34,5,75,54,5,64
544182,32,60,67,67
543796,31,5,90,58,5,68
688511,36,70,67,71
579556,27,85,73,5,74
528984,19,45,39,41
613038,26,5,60,37,5,47
532623,34,5,70,67,5,71
533059,26,70,57,61
541557,29,50,58,5,59
583059,32,85,58,67
517865,21,5,80,63,64
594317,32,5,80,76,77
664582,28,5,80,41,54
670968,36,85,68,5,75
596813,39,85,68,76
673360,23,75,42,5,51
529620,32,5,0,68,5,57
538834,33,50,49,55
622116,15,5,35,31,5,33
531378,31,5,40,59,5,59
694641,30,85,61,68
657949,30,5,75,56,63
590683,24,5,65,28,5,42
587123,17,60,41,5,45
517522,34,85,67,73
686345,25,75,50,5,57
555727,26,5,70,50,57
528701,18,5,55,43,46
643620,35,60,51,59
666389,35,80,74,77
694741,33,75,49,60
612035,27,5,75,30,46
686721,26,35,37,5,42
648246,22,55,23,35
525376,32,5,90,69,75
671522,37,90,71,78
510648,23,65,41,49
672892,37,90,64,74
657138,35,55,61,64
640475,31,5,90,56,67
564943,37,5,60,57,5,64
679620,29,5,35,53,53
628103,28,5,55,47,53
665997,30,70,47,56
575263,28,55,52,56
